Dataline,Play,PlayerLinenumber,ActSceneLine,Player,PlayerLine
21136,Antony and Cleopatra,16,4.2.45,DOMITIUS ENOBARBUS,"To give them this discomfort? Look, they weep,"
21137,Antony and Cleopatra,16,4.2.46,DOMITIUS ENOBARBUS,"And I, an ass, am onion-eyed: for shame,"
21138,Antony and Cleopatra,16,4.2.47,DOMITIUS ENOBARBUS,Transform us not to women.
21139,Antony and Cleopatra,17,4.2.48,MARK ANTONY,"Ho, ho, ho!"
21140,Antony and Cleopatra,17,4.2.49,MARK ANTONY,"Now the witch take me, if I meant it thus!"
21141,Antony and Cleopatra,17,4.2.50,MARK ANTONY,Grace grow where those drops fall!
21142,Antony and Cleopatra,17,4.2.51,MARK ANTONY,"My hearty friends,"
21143,Antony and Cleopatra,17,4.2.52,MARK ANTONY,"You take me in too dolorous a sense,"
21144,Antony and Cleopatra,17,4.2.53,MARK ANTONY,"For I spake to you for your comfort, did desire you"
21145,Antony and Cleopatra,17,4.2.54,MARK ANTONY,"To burn this night with torches: know, my hearts,"
21146,Antony and Cleopatra,17,4.2.55,MARK ANTONY,"I hope well of to-morrow, and will lead you"
21147,Antony and Cleopatra,17,4.2.56,MARK ANTONY,Where rather I'll expect victorious life
21148,Antony and Cleopatra,17,4.2.57,MARK ANTONY,"Than death and honour. Let's to supper, come,"
21149,Antony and Cleopatra,17,4.2.58,MARK ANTONY,And drown consideration.
21150,Antony and Cleopatra,17,,MARK ANTONY,Exeunt
21151,Antony and Cleopatra,17,,MARK ANTONY,SCENE III. The same. Before the palace.
21152,Antony and Cleopatra,17,,MARK ANTONY,Enter two Soldiers to their guard
21153,Antony and Cleopatra,1,4.3.1,First Soldier,"Brother, good night: to-morrow is the day."
21154,Antony and Cleopatra,2,4.3.2,Second Soldier,It will determine one way: fare you well.
21155,Antony and Cleopatra,2,4.3.3,Second Soldier,Heard you of nothing strange about the streets?
21156,Antony and Cleopatra,3,4.3.4,First Soldier,Nothing. What news?
21157,Antony and Cleopatra,4,4.3.5,Second Soldier,Belike 'tis but a rumour. Good night to you.
21158,Antony and Cleopatra,5,4.3.6,First Soldier,"Well, sir, good night."
21159,Antony and Cleopatra,5,,First Soldier,Enter two other Soldiers
21160,Antony and Cleopatra,6,4.3.7,Second Soldier,"Soldiers, have careful watch."
21161,Antony and Cleopatra,7,4.3.8,Third Soldier,"And you. Good night, good night."
21162,Antony and Cleopatra,7,,Third Soldier,They place themselves in every corner of the stage
21163,Antony and Cleopatra,8,4.3.9,Fourth Soldier,Here we: and if to-morrow
21164,Antony and Cleopatra,8,4.3.10,Fourth Soldier,"Our navy thrive, I have an absolute hope"
21165,Antony and Cleopatra,8,4.3.11,Fourth Soldier,Our landmen will stand up.
21166,Antony and Cleopatra,9,4.3.12,Third Soldier,"'Tis a brave army,"
21167,Antony and Cleopatra,9,4.3.13,Third Soldier,And full of purpose.
21168,Antony and Cleopatra,9,,Third Soldier,Music of the hautboys as under the stage
21169,Antony and Cleopatra,10,4.3.14,Fourth Soldier,Peace! what noise?
21170,Antony and Cleopatra,11,4.3.15,First Soldier,"List, list!"
21171,Antony and Cleopatra,12,4.3.16,Second Soldier,Hark!
21172,Antony and Cleopatra,13,4.3.17,First Soldier,Music i' the air.
21173,Antony and Cleopatra,14,4.3.18,Third Soldier,Under the earth.
21174,Antony and Cleopatra,15,4.3.19,Fourth Soldier,"It signs well, does it not?"
21175,Antony and Cleopatra,16,4.3.20,Third Soldier,No.
21176,Antony and Cleopatra,17,4.3.21,First Soldier,"Peace, I say!"
21177,Antony and Cleopatra,17,4.3.22,First Soldier,What should this mean?
21178,Antony and Cleopatra,18,4.3.23,Second Soldier,"'Tis the god Hercules, whom Antony loved,"
21179,Antony and Cleopatra,18,4.3.24,Second Soldier,Now leaves him.
21180,Antony and Cleopatra,19,4.3.25,First Soldier,"Walk, let's see if other watchmen"
21181,Antony and Cleopatra,19,4.3.26,First Soldier,Do hear what we do?
21182,Antony and Cleopatra,19,,First Soldier,They advance to another post
21183,Antony and Cleopatra,20,4.3.27,Second Soldier,"How now, masters!"
21184,Antony and Cleopatra,21,4.3.28,All,[Speaking together]  How now!
21185,Antony and Cleopatra,21,4.3.29,All,How now! do you hear this?
21186,Antony and Cleopatra,22,4.3.30,First Soldier,"Ay, is't not strange?"
21187,Antony and Cleopatra,23,4.3.31,Third Soldier,"Do you hear, masters? do you hear?"
21188,Antony and Cleopatra,24,4.3.32,First Soldier,"Follow the noise so far as we have quarter,"
21189,Antony and Cleopatra,24,4.3.33,First Soldier,Let's see how it will give off.
21190,Antony and Cleopatra,25,4.3.34,All,Content. 'Tis strange.
21191,Antony and Cleopatra,25,,All,Exeunt
21192,Antony and Cleopatra,25,,All,SCENE IV. The same. A room in the palace.
21193,Antony and Cleopatra,25,,All,"Enter MARK ANTONY and CLEOPATRA, CHARMIAN, and others attending"
21194,Antony and Cleopatra,1,4.4.1,MARK ANTONY,"Eros! mine armour, Eros!"
21195,Antony and Cleopatra,2,4.4.2,CLEOPATRA,Sleep a little.
21196,Antony and Cleopatra,3,4.4.3,MARK ANTONY,"No, my chuck. Eros, come, mine armour, Eros!"
21197,Antony and Cleopatra,3,,MARK ANTONY,Enter EROS with armour
21198,Antony and Cleopatra,3,4.4.4,MARK ANTONY,"Come good fellow, put mine iron on:"
21199,Antony and Cleopatra,3,4.4.5,MARK ANTONY,"If fortune be not ours to-day, it is"
21200,Antony and Cleopatra,3,4.4.6,MARK ANTONY,Because we brave her: come.
21201,Antony and Cleopatra,4,4.4.7,CLEOPATRA,"Nay, I'll help too."
21202,Antony and Cleopatra,4,4.4.8,CLEOPATRA,What's this for?
21203,Antony and Cleopatra,5,4.4.9,MARK ANTONY,"Ah, let be, let be! thou art"
21204,Antony and Cleopatra,5,4.4.10,MARK ANTONY,"The armourer of my heart: false, false, this, this."
21205,Antony and Cleopatra,6,4.4.11,CLEOPATRA,"Sooth, la, I'll help: thus it must be."
21206,Antony and Cleopatra,7,4.4.12,MARK ANTONY,"Well, well,"
21207,Antony and Cleopatra,7,4.4.13,MARK ANTONY,"We shall thrive now. Seest thou, my good fellow?"
21208,Antony and Cleopatra,7,4.4.14,MARK ANTONY,Go put on thy defences.
21209,Antony and Cleopatra,8,4.4.15,EROS,"Briefly, sir."
21210,Antony and Cleopatra,9,4.4.16,CLEOPATRA,Is not this buckled well?
21211,Antony and Cleopatra,10,4.4.17,MARK ANTONY,"Rarely, rarely:"
21212,Antony and Cleopatra,10,4.4.18,MARK ANTONY,"He that unbuckles this, till we do please"
21213,Antony and Cleopatra,10,4.4.19,MARK ANTONY,"To daff't for our repose, shall hear a storm."
21214,Antony and Cleopatra,10,4.4.20,MARK ANTONY,"Thou fumblest, Eros, and my queen's a squire"
21215,Antony and Cleopatra,10,4.4.21,MARK ANTONY,"More tight at this than thou: dispatch. O love,"
21216,Antony and Cleopatra,10,4.4.22,MARK ANTONY,"That thou couldst see my wars to-day, and knew'st"
21217,Antony and Cleopatra,10,4.4.23,MARK ANTONY,The royal occupation! thou shouldst see
21218,Antony and Cleopatra,10,4.4.24,MARK ANTONY,A workman in't.
21219,Antony and Cleopatra,10,,MARK ANTONY,Enter an armed Soldier
21220,Antony and Cleopatra,10,4.4.25,MARK ANTONY,"Good morrow to thee, welcome:"
21221,Antony and Cleopatra,10,4.4.26,MARK ANTONY,Thou look'st like him that knows a warlike charge:
21222,Antony and Cleopatra,10,4.4.27,MARK ANTONY,"To business that we love we rise betime,"
21223,Antony and Cleopatra,10,4.4.28,MARK ANTONY,And go to't with delight.
21224,Antony and Cleopatra,11,4.4.29,Soldier,"A thousand, sir,"
21225,Antony and Cleopatra,11,4.4.30,Soldier,"Early though't be, have on their riveted trim,"
21226,Antony and Cleopatra,11,4.4.31,Soldier,And at the port expect you.
21227,Antony and Cleopatra,11,,Soldier,Shout. Trumpets flourish
21228,Antony and Cleopatra,11,,Soldier,Enter Captains and Soldiers
21229,Antony and Cleopatra,12,4.4.32,Captain,"The morn is fair. Good morrow, general."
21230,Antony and Cleopatra,13,4.4.33,All,"Good morrow, general."
21231,Antony and Cleopatra,14,4.4.34,MARK ANTONY,"'Tis well blown, lads:"
21232,Antony and Cleopatra,14,4.4.35,MARK ANTONY,"This morning, like the spirit of a youth"
21233,Antony and Cleopatra,14,4.4.36,MARK ANTONY,"That means to be of note, begins betimes."
21234,Antony and Cleopatra,14,4.4.37,MARK ANTONY,"So, so, come, give me that: this way, well said."
21235,Antony and Cleopatra,14,4.4.38,MARK ANTONY,"Fare thee well, dame, whate'er becomes of me:"
21236,Antony and Cleopatra,14,4.4.39,MARK ANTONY,This is a soldier's kiss: rebukeable
21237,Antony and Cleopatra,14,,MARK ANTONY,Kisses her
21238,Antony and Cleopatra,14,4.4.40,MARK ANTONY,"And worthy shameful cheque it were, to stand"
21239,Antony and Cleopatra,14,4.4.41,MARK ANTONY,"On more mechanic compliment, I'll leave thee"
21240,Antony and Cleopatra,14,4.4.42,MARK ANTONY,"Now, like a man of steel. You that will fight,"
21241,Antony and Cleopatra,14,4.4.43,MARK ANTONY,"Follow me close, I'll bring you to't. Adieu."
21242,Antony and Cleopatra,14,,MARK ANTONY,"Exeunt MARK ANTONY, EROS, Captains, and Soldiers"
21243,Antony and Cleopatra,15,4.4.44,CHARMIAN,"Please you, retire to your chamber."
21244,Antony and Cleopatra,16,4.4.45,CLEOPATRA,Lead me.
21245,Antony and Cleopatra,16,4.4.46,CLEOPATRA,He goes forth gallantly. That he and Caesar might
21246,Antony and Cleopatra,16,4.4.47,CLEOPATRA,Determine this great war in single fight!
21247,Antony and Cleopatra,16,4.4.48,CLEOPATRA,"Then Antony,--but now--Well, on."
21248,Antony and Cleopatra,16,,CLEOPATRA,Exeunt
21249,Antony and Cleopatra,16,,CLEOPATRA,SCENE V. Alexandria. MARK ANTONY's camp.
21250,Antony and Cleopatra,16,,CLEOPATRA,"Trumpets sound. Enter MARK ANTONY and EROS, a Soldier meeting them"
21251,Antony and Cleopatra,1,4.5.1,Soldier,The gods make this a happy day to Antony!
21252,Antony and Cleopatra,2,4.5.2,MARK ANTONY,Would thou and those thy scars had once prevail'd
21253,Antony and Cleopatra,2,4.5.3,MARK ANTONY,To make me fight at land!
21254,Antony and Cleopatra,3,4.5.4,Soldier,"Hadst thou done so,"
21255,Antony and Cleopatra,3,4.5.5,Soldier,"The kings that have revolted, and the soldier"
21256,Antony and Cleopatra,3,4.5.6,Soldier,"That has this morning left thee, would have still"
21257,Antony and Cleopatra,3,4.5.7,Soldier,Follow'd thy heels.
21258,Antony and Cleopatra,4,4.5.8,MARK ANTONY,Who's gone this morning?
21259,Antony and Cleopatra,5,4.5.9,Soldier,Who!
21260,Antony and Cleopatra,5,4.5.10,Soldier,"One ever near thee: call for Enobarbus,"
21261,Antony and Cleopatra,5,4.5.11,Soldier,"He shall not hear thee, or from Caesar's camp"
21262,Antony and Cleopatra,5,4.5.12,Soldier,Say 'I am none of thine.'
21263,Antony and Cleopatra,6,4.5.13,MARK ANTONY,What say'st thou?
21264,Antony and Cleopatra,7,4.5.14,Soldier,"Sir,"
21265,Antony and Cleopatra,7,4.5.15,Soldier,He is with Caesar.
21266,Antony and Cleopatra,8,4.5.16,EROS,"Sir, his chests and treasure"
21267,Antony and Cleopatra,8,4.5.17,EROS,He has not with him.
21268,Antony and Cleopatra,9,4.5.18,MARK ANTONY,Is he gone?
21269,Antony and Cleopatra,10,4.5.19,Soldier,Most certain.
21270,Antony and Cleopatra,11,4.5.20,MARK ANTONY,"Go, Eros, send his treasure after, do it,"
21271,Antony and Cleopatra,11,4.5.21,MARK ANTONY,"Detain no jot, I charge thee: write to him--"
21272,Antony and Cleopatra,11,4.5.22,MARK ANTONY,"I will subscribe--gentle adieus and greetings,"
21273,Antony and Cleopatra,11,4.5.23,MARK ANTONY,Say that I wish he never find more cause
21274,Antony and Cleopatra,11,4.5.24,MARK ANTONY,"To change a master. O, my fortunes have"
21275,Antony and Cleopatra,11,4.5.25,MARK ANTONY,Corrupted honest men! Dispatch.--Enobarbus!
21276,Antony and Cleopatra,11,,MARK ANTONY,Exeunt
21277,Antony and Cleopatra,11,,MARK ANTONY,SCENE VI. Alexandria. OCTAVIUS CAESAR's camp.
21278,Antony and Cleopatra,11,,MARK ANTONY,"Flourish. Enter OCTAVIUS CAESAR, AGRIPPA, with DOMITIUS ENOBARBUS, and others"
21279,Antony and Cleopatra,1,4.6.1,OCTAVIUS CAESAR,"Go forth, Agrippa, and begin the fight:"
21280,Antony and Cleopatra,1,4.6.2,OCTAVIUS CAESAR,"Our will is Antony be took alive,"
21281,Antony and Cleopatra,1,4.6.3,OCTAVIUS CAESAR,Make it so known.
21282,Antony and Cleopatra,2,4.6.4,AGRIPPA,"Caesar, I shall."
21283,Antony and Cleopatra,2,,AGRIPPA,Exit
21284,Antony and Cleopatra,3,4.6.5,OCTAVIUS CAESAR,The time of universal peace is near:
21285,Antony and Cleopatra,3,4.6.6,OCTAVIUS CAESAR,"Prove this a prosperous day, the three-nook'd world"
21286,Antony and Cleopatra,3,4.6.7,OCTAVIUS CAESAR,Shall bear the olive freely.
21287,Antony and Cleopatra,3,,OCTAVIUS CAESAR,Enter a Messenger
21288,Antony and Cleopatra,4,4.6.8,Messenger,Antony
21289,Antony and Cleopatra,4,4.6.9,Messenger,Is come into the field.
21290,Antony and Cleopatra,5,4.6.10,OCTAVIUS CAESAR,Go charge Agrippa
21291,Antony and Cleopatra,5,4.6.11,OCTAVIUS CAESAR,"Plant those that have revolted in the van,"
21292,Antony and Cleopatra,5,4.6.12,OCTAVIUS CAESAR,That Antony may seem to spend his fury
21293,Antony and Cleopatra,5,4.6.13,OCTAVIUS CAESAR,Upon himself.
21294,Antony and Cleopatra,5,,OCTAVIUS CAESAR,Exeunt all but DOMITIUS ENOBARBUS
21295,Antony and Cleopatra,6,4.6.14,DOMITIUS ENOBARBUS,"Alexas did revolt, and went to Jewry on"
21296,Antony and Cleopatra,6,4.6.15,DOMITIUS ENOBARBUS,"Affairs of Antony, there did persuade"
21297,Antony and Cleopatra,6,4.6.16,DOMITIUS ENOBARBUS,"Great Herod to incline himself to Caesar,"
21298,Antony and Cleopatra,6,4.6.17,DOMITIUS ENOBARBUS,And leave his master Antony: for this pains
21299,Antony and Cleopatra,6,4.6.18,DOMITIUS ENOBARBUS,Caesar hath hang'd him. Canidius and the rest
21300,Antony and Cleopatra,6,4.6.19,DOMITIUS ENOBARBUS,"That fell away have entertainment, but"
21301,Antony and Cleopatra,6,4.6.20,DOMITIUS ENOBARBUS,"No honourable trust. I have done ill,"
21302,Antony and Cleopatra,6,4.6.21,DOMITIUS ENOBARBUS,"Of which I do accuse myself so sorely,"
21303,Antony and Cleopatra,6,4.6.22,DOMITIUS ENOBARBUS,That I will joy no more.
21304,Antony and Cleopatra,6,,DOMITIUS ENOBARBUS,Enter a Soldier of CAESAR's
21305,Antony and Cleopatra,7,4.6.23,Soldier,"Enobarbus, Antony"
21306,Antony and Cleopatra,7,4.6.24,Soldier,"Hath after thee sent all thy treasure, with"
21307,Antony and Cleopatra,7,4.6.25,Soldier,His bounty overplus: the messenger
21308,Antony and Cleopatra,7,4.6.26,Soldier,"Came on my guard, and at thy tent is now"
21309,Antony and Cleopatra,7,4.6.27,Soldier,Unloading of his mules.
21310,Antony and Cleopatra,8,4.6.28,DOMITIUS ENOBARBUS,I give it you.
21311,Antony and Cleopatra,9,4.6.29,Soldier,"Mock not, Enobarbus."
21312,Antony and Cleopatra,9,4.6.30,Soldier,I tell you true: best you safed the bringer
21313,Antony and Cleopatra,9,4.6.31,Soldier,"Out of the host, I must attend mine office,"
21314,Antony and Cleopatra,9,4.6.32,Soldier,Or would have done't myself. Your emperor
21315,Antony and Cleopatra,9,4.6.33,Soldier,Continues still a Jove.
21316,Antony and Cleopatra,9,,Soldier,Exit
21317,Antony and Cleopatra,10,4.6.34,DOMITIUS ENOBARBUS,"I am alone the villain of the earth,"
21318,Antony and Cleopatra,10,4.6.35,DOMITIUS ENOBARBUS,"And feel I am so most. O Antony,"
21319,Antony and Cleopatra,10,4.6.36,DOMITIUS ENOBARBUS,"Thou mine of bounty, how wouldst thou have paid"
21320,Antony and Cleopatra,10,4.6.37,DOMITIUS ENOBARBUS,"My better service, when my turpitude"
21321,Antony and Cleopatra,10,4.6.38,DOMITIUS ENOBARBUS,Thou dost so crown with gold! This blows my heart:
21322,Antony and Cleopatra,10,4.6.39,DOMITIUS ENOBARBUS,"If swift thought break it not, a swifter mean"
21323,Antony and Cleopatra,10,4.6.40,DOMITIUS ENOBARBUS,"Shall outstrike thought: but thought will do't, I feel."
21324,Antony and Cleopatra,10,4.6.41,DOMITIUS ENOBARBUS,I fight against thee! No: I will go seek
21325,Antony and Cleopatra,10,4.6.42,DOMITIUS ENOBARBUS,"Some ditch wherein to die, the foul'st best fits"
21326,Antony and Cleopatra,10,4.6.43,DOMITIUS ENOBARBUS,My latter part of life.
21327,Antony and Cleopatra,10,,DOMITIUS ENOBARBUS,Exit
21328,Antony and Cleopatra,10,,DOMITIUS ENOBARBUS,SCENE VII. Field of battle between the camps.
21329,Antony and Cleopatra,10,,DOMITIUS ENOBARBUS,Alarum. Drums and trumpets. Enter AGRIPPA and others
21330,Antony and Cleopatra,1,4.7.1,AGRIPPA,"Retire, we have engaged ourselves too far:"
21331,Antony and Cleopatra,1,4.7.2,AGRIPPA,"Caesar himself has work, and our oppression"
21332,Antony and Cleopatra,1,4.7.3,AGRIPPA,Exceeds what we expected.
21333,Antony and Cleopatra,1,,AGRIPPA,Exeunt
21334,Antony and Cleopatra,1,,AGRIPPA,Alarums. Enter MARK ANTONY and SCARUS wounded
21335,Antony and Cleopatra,2,4.7.4,SCARUS,"O my brave emperor, this is fought indeed!"
21336,Antony and Cleopatra,2,4.7.5,SCARUS,"Had we done so at first, we had droven them home"
21337,Antony and Cleopatra,2,4.7.6,SCARUS,With clouts about their heads.
21338,Antony and Cleopatra,3,4.7.7,MARK ANTONY,Thou bleed'st apace.
21339,Antony and Cleopatra,4,4.7.8,SCARUS,"I had a wound here that was like a T,"
21340,Antony and Cleopatra,4,4.7.9,SCARUS,But now 'tis made an H.
21341,Antony and Cleopatra,5,4.7.10,MARK ANTONY,They do retire.
21342,Antony and Cleopatra,6,4.7.11,SCARUS,We'll beat 'em into bench-holes: I have yet
21343,Antony and Cleopatra,6,4.7.12,SCARUS,Room for six scotches more.
21344,Antony and Cleopatra,6,,SCARUS,Enter EROS
21345,Antony and Cleopatra,7,4.7.13,EROS,"They are beaten, sir, and our advantage serves"
21346,Antony and Cleopatra,7,4.7.14,EROS,For a fair victory.
21347,Antony and Cleopatra,8,4.7.15,SCARUS,"Let us score their backs,"
21348,Antony and Cleopatra,8,4.7.16,SCARUS,"And snatch 'em up, as we take hares, behind:"
21349,Antony and Cleopatra,8,4.7.17,SCARUS,'Tis sport to maul a runner.
21350,Antony and Cleopatra,9,4.7.18,MARK ANTONY,I will reward thee
21351,Antony and Cleopatra,9,4.7.19,MARK ANTONY,"Once for thy spritely comfort, and ten-fold"
21352,Antony and Cleopatra,9,4.7.20,MARK ANTONY,For thy good valour. Come thee on.
21353,Antony and Cleopatra,10,4.7.21,SCARUS,I'll halt after.
21354,Antony and Cleopatra,10,,SCARUS,Exeunt
21355,Antony and Cleopatra,10,,SCARUS,SCENE VIII. Under the walls of Alexandria.
21356,Antony and Cleopatra,10,,SCARUS,"Alarum. Enter MARK ANTONY, in a march, SCARUS, with others"
21357,Antony and Cleopatra,1,4.8.1,MARK ANTONY,"We have beat him to his camp: run one before,"
21358,Antony and Cleopatra,1,4.8.2,MARK ANTONY,"And let the queen know of our gests. To-morrow,"
21359,Antony and Cleopatra,1,4.8.3,MARK ANTONY,"Before the sun shall see 's, we'll spill the blood"
21360,Antony and Cleopatra,1,4.8.4,MARK ANTONY,"That has to-day escaped. I thank you all,"
21361,Antony and Cleopatra,1,4.8.5,MARK ANTONY,"For doughty-handed are you, and have fought"
21362,Antony and Cleopatra,1,4.8.6,MARK ANTONY,"Not as you served the cause, but as 't had been"
21363,Antony and Cleopatra,1,4.8.7,MARK ANTONY,"Each man's like mine, you have shown all Hectors."
21364,Antony and Cleopatra,1,4.8.8,MARK ANTONY,"Enter the city, clip your wives, your friends,"
21365,Antony and Cleopatra,1,4.8.9,MARK ANTONY,"Tell them your feats, whilst they with joyful tears"
21366,Antony and Cleopatra,1,4.8.10,MARK ANTONY,"Wash the congealment from your wounds, and kiss"
