Dataline,Play,PlayerLinenumber,ActSceneLine,PlayerLine,Player
1607,Henry IV,16,3.1.57,"Why, I can teach you, cousin, to command",LAFEU
1608,Henry IV,16,3.1.58,The devil.,COMINIUS
1609,Henry IV,17,3.1.59,"And I can teach thee, coz, to shame the devil",SIMONIDES
1610,Henry IV,17,3.1.60,By telling truth: tell truth and shame the devil.,LEONTES
1611,Henry IV,17,3.1.61,"If thou have power to raise him, bring him hither,",First Lord
1612,Henry IV,17,3.1.62,And I'll be sworn I have power to shame him hence.,SICINIUS
1613,Henry IV,17,3.1.63,"O, while you live, tell truth and shame the devil!",ADRIANO DE ARMADO
1614,Henry IV,18,3.1.64,"Come, come, no more of this unprofitable chat.",GONZALO
1615,Henry IV,19,3.1.65,Three times hath Henry Bolingbroke made head,KING LEAR
1616,Henry IV,19,3.1.66,"Against my power, thrice from the banks of Wye",Messenger
1617,Henry IV,19,3.1.67,And sandy-bottom'd Severn have I sent him,DORCAS
1618,Henry IV,19,3.1.68,Bootless home and weather-beaten back.,TIMON
1619,Henry IV,20,3.1.69,"Home without boots, and in foul weather too!",OLIVIA
1620,Henry IV,20,3.1.70,"How 'scapes he agues, in the devil's name?",DICK
1621,Henry IV,21,3.1.71,"Come, here's the map: shall we divide our right",DOCTOR CAIUS
1622,Henry IV,21,3.1.72,According to our threefold order ta'en?,REIGNIER
1623,Henry IV,22,3.1.73,The archdeacon hath divided it,IAGO
1624,Henry IV,22,3.1.74,Into three limits very equally:,SHYLOCK
1625,Henry IV,22,3.1.75,"England, from Trent and Severn hitherto,",EARL OF WORCESTER
1626,Henry IV,22,3.1.76,By south and east is to my part assign'd:,ESCANES
1627,Henry IV,22,3.1.77,"All westward, Wales beyond the Severn shore,",First Ambassador
1628,Henry IV,22,3.1.78,"And all the fertile land within that bound,",FRIAR LAURENCE
1629,Henry IV,22,3.1.79,"To Owen Glendower: and, dear coz, to you",Provost
1630,Henry IV,22,3.1.80,"The remnant northward, lying off from Trent.",PISTOL
1631,Henry IV,22,3.1.81,"And our indentures tripartite are drawn,",CLOTEN
1632,Henry IV,22,3.1.82,"Which being sealed interchangeably,",SALANIO
1633,Henry IV,22,3.1.83,"A business that this night may execute,",PARIS
1634,Henry IV,22,3.1.84,"To-morrow, cousin Percy, you and I",MACBETH
1635,Henry IV,22,3.1.85,And my good Lord of Worcester will set forth,SEBASTIAN
1636,Henry IV,22,3.1.86,"To meet your father and the Scottish power,",DERCETAS
1637,Henry IV,22,3.1.87,"As is appointed us, at Shrewsbury.",TOUCHSTONE
1638,Henry IV,22,3.1.88,"My father Glendower is not ready yet,",BENEDICK
1639,Henry IV,22,3.1.89,Not shall we need his help these fourteen days.,YORK
1640,Henry IV,22,3.1.90,Within that space you may have drawn together,KING EDWARD IV
1641,Henry IV,22,3.1.91,"Your tenants, friends and neighbouring gentlemen.",LODOVICO
1642,Henry IV,23,3.1.92,"A shorter time shall send me to you, lords:",CLIFFORD
1643,Henry IV,23,3.1.93,"And in my conduct shall your ladies come,",TOUCHSTONE
1644,Henry IV,23,3.1.94,"From whom you now must steal and take no leave,",PRINCE HENRY
1645,Henry IV,23,3.1.95,For there will be a world of water shed,WARWICK
1646,Henry IV,23,3.1.96,Upon the parting of your wives and you.,DORCAS
1647,Henry IV,24,3.1.97,"Methinks my moiety, north from Burton here,",LEONTES
1648,Henry IV,24,3.1.98,In quantity equals not one of yours:,THERSITES
1649,Henry IV,24,3.1.99,"See how this river comes me cranking in,",GLOUCESTER
1650,Henry IV,24,3.1.100,And cuts me from the best of all my land,CHARMIAN
1651,Henry IV,24,3.1.101,"A huge half-moon, a monstrous cantle out.",KING CLAUDIUS
1652,Henry IV,24,3.1.102,"I'll have the current in this place damm'd up,",VINCENTIO
1653,Henry IV,24,3.1.103,And here the smug and silver Trent shall run,CORNWALL
1654,Henry IV,24,3.1.104,"In a new channel, fair and evenly,",CORIOLANUS
1655,Henry IV,24,3.1.105,"It shall not wind with such a deep indent,",PRINCESS
1656,Henry IV,24,3.1.106,To rob me of so rich a bottom here.,AUTOLYCUS
1657,Henry IV,25,3.1.107,"Not wind? it shall, it must, you see it doth.",QUEEN ELIZABETH
1658,Henry IV,26,3.1.108,"Yea, but",OF WINCHESTER
1659,Henry IV,26,3.1.109,"Mark how he bears his course, and runs me up",CARDINAL WOLSEY
1660,Henry IV,26,3.1.110,"With like advantage on the other side,",Nurse
1661,Henry IV,26,3.1.111,Gelding the opposed continent as much,Third Soldier
1662,Henry IV,26,3.1.112,As on the other side it takes from you.,MARK ANTONY
1663,Henry IV,27,3.1.113,"Yea, but a little charge will trench him here",DUKE VINCENTIO
1664,Henry IV,27,3.1.114,"And on this north side win this cape of land,",BIRON
1665,Henry IV,27,3.1.115,And then he runs straight and even.,Third Messenger
1666,Henry IV,28,3.1.116,I'll have it so: a little charge will do it.,FERDINAND
1667,Henry IV,29,3.1.117,I'll not have it alter'd.,Third Gentleman
1668,Henry IV,30,3.1.118,Will not you?,Servant
1669,Henry IV,31,3.1.119,"No, nor you shall not.",FORD
1670,Henry IV,32,3.1.120,Who shall say me nay?,KING HENRY VI
1671,Henry IV,33,3.1.121,"Why, that will I.",IAGO
1672,Henry IV,34,3.1.122,"Let me not understand you, then, speak it in Welsh.",HELENA
1673,Henry IV,35,3.1.123,"I can speak English, lord, as well as you,",LAVINIA
1674,Henry IV,35,3.1.124,"For I was train'd up in the English court,",HERMIONE
1675,Henry IV,35,3.1.125,"Where, being but young, I framed to the harp",PERICLES
1676,Henry IV,35,3.1.126,Many an English ditty lovely well,KING JOHN
1677,Henry IV,35,3.1.127,"And gave the tongue a helpful ornament,",HAMLET
1678,Henry IV,35,3.1.128,A virtue that was never seen in you.,LEONTES
1679,Henry IV,36,3.1.129,"Marry,",LEONTES
1680,Henry IV,36,3.1.130,And I am glad of it with all my heart:,First Musician
1681,Henry IV,36,3.1.131,I had rather be a kitten and cry mew,KNIGHTS
1682,Henry IV,36,3.1.132,"Than one of these same metre ballad-mongers,",BUCKINGHAM
1683,Henry IV,36,3.1.133,"I had rather hear a brazen canstick turn'd,",DESDEMONA
1684,Henry IV,36,3.1.134,"Or a dry wheel grate on the axle-tree,",QUEEN GERTRUDE
1685,Henry IV,36,3.1.135,"And that would set my teeth nothing on edge,",POSTHUMUS LEONATUS
1686,Henry IV,36,3.1.136,Nothing so much as mincing poetry:,TIMON
1687,Henry IV,36,3.1.137,'Tis like the forced gait of a shuffling nag.,GUIDERIUS
1688,Henry IV,37,3.1.138,"Come, you shall have Trent turn'd.",HAMLET
1689,Henry IV,38,3.1.139,I do not care: I'll give thrice so much land,HYMEN
1690,Henry IV,38,3.1.140,"To any well-deserving friend,",COSTARD
1691,Henry IV,38,3.1.141,"But in the way of bargain, mark ye me,",GLOUCESTER
1692,Henry IV,38,3.1.142,I'll cavil on the ninth part of a hair.,BENVOLIO
1693,Henry IV,38,3.1.143,Are the indentures drawn? shall we be gone?,KATHARINE
1694,Henry IV,39,3.1.144,"The moon shines fair, you may away by night:",CASCA
1695,Henry IV,39,3.1.145,I'll haste the writer and withal,HECTOR
1696,Henry IV,39,3.1.146,Break with your wives of your departure hence:,IMOGEN
1697,Henry IV,39,3.1.147,"I am afraid my daughter will run mad,",COSTARD
1698,Henry IV,39,3.1.148,So much she doteth on her Mortimer.,OTHELLO
1699,Henry IV,39,,Exit GLENDOWER,STANLEY
1700,Henry IV,40,3.1.149,"Fie, cousin Percy! how you cross my father!",DROMIO OF SYRACUSE
1701,Henry IV,41,3.1.150,I cannot choose: sometime he angers me,FALSTAFF
1702,Henry IV,41,3.1.151,"With telling me of the mouldwarp and the ant,",CANTERBURY
1703,Henry IV,41,3.1.152,"Of the dreamer Merlin and his prophecies,",GLOUCESTER
1704,Henry IV,41,3.1.153,"And of a dragon and a finless fish,",HORTENSIO
1705,Henry IV,41,3.1.154,"A clip-wing'd griffin and a moulten raven,",PORTIA
1706,Henry IV,41,3.1.155,"A couching lion and a ramping cat,",HOTSPUR
1707,Henry IV,41,3.1.156,And such a deal of skimble-skamble stuff,Second Servingman
1708,Henry IV,41,3.1.157,"As puts me from my faith. I tell you what,",GLOUCESTER
1709,Henry IV,41,3.1.158,He held me last night at least nine hours,TOUCHSTONE
1710,Henry IV,41,3.1.159,In reckoning up the several devils' names,CANTERBURY
1711,Henry IV,41,3.1.160,"That were his lackeys: I cried 'hum,' and 'well, go to,'",DUKE OF YORK
1712,Henry IV,41,3.1.161,"But mark'd him not a word. O, he is as tedious",KING HENRY IV
1713,Henry IV,41,3.1.162,"As a tired horse, a railing wife,",LADY MACBETH
1714,Henry IV,41,3.1.163,Worse than a smoky house: I had rather live,CLEOPATRA
1715,Henry IV,41,3.1.164,"With cheese and garlic in a windmill, far,",CRANMER
1716,Henry IV,41,3.1.165,Than feed on cates and have him talk to me,KING CLAUDIUS
1717,Henry IV,41,3.1.166,In any summer-house in Christendom.,BOTTOM
1718,Henry IV,42,3.1.167,"In faith, he is a worthy gentleman,",SALISBURY
1719,Henry IV,42,3.1.168,"Exceedingly well read, and profited",GLOUCESTER
1720,Henry IV,42,3.1.169,"In strange concealments, valiant as a lion",KING HENRY VI
1721,Henry IV,42,3.1.170,And as wondrous affable and as bountiful,FORD
1722,Henry IV,42,3.1.171,"As mines of India. Shall I tell you, cousin?",GRATIANO
1723,Henry IV,42,3.1.172,He holds your temper in a high respect,NORFOLK
1724,Henry IV,42,3.1.173,And curbs himself even of his natural scope,Fool
1725,Henry IV,42,3.1.174,"When you come 'cross his humour, faith, he does:",BENEDICK
1726,Henry IV,42,3.1.175,"I warrant you, that man is not alive",LUCIANA
1727,Henry IV,42,3.1.176,"Might so have tempted him as you have done,",MARCUS ANDRONICUS
1728,Henry IV,42,3.1.177,Without the taste of danger and reproof:,DIONYZA
1729,Henry IV,42,3.1.178,"But do not use it oft, let me entreat you.",GLOUCESTER
1730,Henry IV,43,3.1.179,"In faith, my lord, you are too wilful-blame,",SIR HUMPHREY
1731,Henry IV,43,3.1.180,And since your coming hither have done enough,ARCHBISHOP OF YORK
1732,Henry IV,43,3.1.181,To put him quite beside his patience.,EDWARD
1733,Henry IV,43,3.1.182,"You must needs learn, lord, to amend this fault:",BELARIUS
1734,Henry IV,43,3.1.183,"Though sometimes it show greatness, courage, blood,--",GLOUCESTER
1735,Henry IV,43,3.1.184,"And that's the dearest grace it renders you,--",CLEOPATRA
1736,Henry IV,43,3.1.185,"Yet oftentimes it doth present harsh rage,",PRINCESS
1737,Henry IV,43,3.1.186,"Defect of manners, want of government,",HOTSPUR
1738,Henry IV,43,3.1.187,"Pride, haughtiness, opinion and disdain:",SALISBURY
1739,Henry IV,43,3.1.188,The least of which haunting a nobleman,KING RICHARD II
1740,Henry IV,43,3.1.189,Loseth men's hearts and leaves behind a stain,HELICANUS
1741,Henry IV,43,3.1.190,"Upon the beauty of all parts besides,",HELENA
1742,Henry IV,43,3.1.191,Beguiling them of commendation.,PISTOL
1743,Henry IV,44,3.1.192,"Well, I am school'd: good manners be your speed!",PROTEUS
1744,Henry IV,44,3.1.193,"Here come our wives, and let us take our leave.",SALANIO
1745,Henry IV,44,,Re-enter GLENDOWER with the ladies,JAQUENETTA
1746,Henry IV,45,3.1.194,"This is the deadly spite that angers me,",BUCKINGHAM
1747,Henry IV,45,3.1.195,"My wife can speak no English, I no Welsh.",MOTH
1748,Henry IV,46,3.1.196,"My daughter weeps: she will not part with you,",OF AUVERGNE
1749,Henry IV,46,3.1.197,"She'll be a soldier too, she'll to the wars.",BORACHIO
1750,Henry IV,47,3.1.198,"Good father, tell her that she and my aunt Percy",MISTRESS FORD
1751,Henry IV,47,3.1.199,Shall follow in your conduct speedily.,MARK ANTONY
1752,Henry IV,47,,"Glendower speaks to her in Welsh, and she answers him in the same",KING HENRY VIII
1753,Henry IV,48,3.1.200,"She is desperate here, a peevish self-wind harlotry,",CORIOLANUS
1754,Henry IV,48,3.1.201,one that no persuasion can do good upon.,CAPULET
1755,Henry IV,48,,The lady speaks in Welsh,ELBOW
1756,Henry IV,49,3.1.202,I understand thy looks: that pretty Welsh,RICHMOND
1757,Henry IV,49,3.1.203,Which thou pour'st down from these swelling heavens,PRINCE HENRY
1758,Henry IV,49,3.1.204,"I am too perfect in, and, but for shame,",FORD
1759,Henry IV,49,3.1.205,In such a parley should I answer thee.,Clown
1760,Henry IV,49,,The lady speaks again in Welsh,MIRANDA
1761,Henry IV,49,3.1.206,"I understand thy kisses and thou mine,",YORK
1762,Henry IV,49,3.1.207,And that's a feeling disputation:,Third Citizen
1763,Henry IV,49,3.1.208,"But I will never be a truant, love,",First Citizen
1764,Henry IV,49,3.1.209,"Till I have learned thy language, for thy tongue",MARCIUS
1765,Henry IV,49,3.1.210,"Makes Welsh as sweet as ditties highly penn'd,",BEATRICE
1766,Henry IV,49,3.1.211,"Sung by a fair queen in a summer's bower,",LORENZO
1767,Henry IV,49,3.1.212,"With ravishing division, to her lute.",POMPEY
1768,Henry IV,50,3.1.213,"Nay, if you melt, then will she run mad.",GLOUCESTER
1769,Henry IV,50,,The lady speaks again in Welsh,PRINCE FORTINBRAS
1770,Henry IV,51,3.1.214,"O, I am ignorance itself in this!",MIRANDA
1771,Henry IV,52,3.1.215,She bids you on the wanton rushes lay you down,HOTSPUR
1772,Henry IV,52,3.1.216,"And rest your gentle head upon her lap,",ADRIANO DE ARMADO
1773,Henry IV,52,3.1.217,And she will sing the song that pleaseth you,PROSPERO
1774,Henry IV,52,3.1.218,And on your eyelids crown the god of sleep.,Lady
1775,Henry IV,52,3.1.219,"Charming your blood with pleasing heaviness,",VERNON
1776,Henry IV,52,3.1.220,Making such difference 'twixt wake and sleep,KING HENRY VI
1777,Henry IV,52,3.1.221,As is the difference betwixt day and night,DUCHESS OF YORK
1778,Henry IV,52,3.1.222,The hour before the heavenly-harness'd team,CADE
1779,Henry IV,52,3.1.223,Begins his golden progress in the east.,MARK ANTONY
1780,Henry IV,53,3.1.224,With all my heart I'll sit and hear her sing:,DUKE ORSINO
1781,Henry IV,53,3.1.225,"By that time will our book, I think, be drawn",SHALLOW
1782,Henry IV,54,3.1.226,"Do so,",PROSPERO
1783,Henry IV,54,3.1.227,And those musicians that shall play to you,PLANTAGENET
1784,Henry IV,54,3.1.228,"Hang in the air a thousand leagues from hence,",LUCETTA
1785,Henry IV,54,3.1.229,"And straight they shall be here: sit, and attend.",FALSTAFF
1786,Henry IV,55,3.1.230,"Come, Kate, thou art perfect in lying down: come,",KING HENRY IV
1787,Henry IV,55,3.1.231,"quick, quick, that I may lay my head in thy lap.",Lord Marshal
1788,Henry IV,56,3.1.232,"Go, ye giddy goose.",FLUELLEN
1789,Henry IV,56,,The music plays,Shepherd
1790,Henry IV,57,3.1.233,"Now I perceive the devil understands Welsh,",IACHIMO
1791,Henry IV,57,3.1.234,And 'tis no marvel he is so humorous.,QUEEN
1792,Henry IV,57,3.1.235,"By'r lady, he is a good musician.",QUEEN KATHARINE
1793,Henry IV,58,3.1.236,Then should you be nothing but musical for you are,CLAUDIO
1794,Henry IV,58,3.1.237,"altogether governed by humours. Lie still, ye thief,",KING HENRY VIII
1795,Henry IV,58,3.1.238,and hear the lady sing in Welsh.,First Gentleman
1796,Henry IV,59,3.1.239,"I had rather hear Lady, my brach, howl in Irish.",FALSTAFF
1797,Henry IV,60,3.1.240,Wouldst thou have thy head broken?,HERMIONE
1798,Henry IV,61,3.1.241,No.,PETRUCHIO
1799,Henry IV,62,3.1.242,Then be still.,ALBANY
1800,Henry IV,63,3.1.243,"Neither,'tis a woman's fault.",REGAN
1801,Henry IV,64,3.1.244,Now God help thee!,ISABELLA
1802,Henry IV,65,3.1.245,To the Welsh lady's bed.,TIMON
1803,Henry IV,66,3.1.246,What's that?,BELARIUS
1804,Henry IV,67,3.1.247,Peace! she sings.,CHATILLON
1805,Henry IV,67,,Here the lady sings a Welsh song,YORK
1806,Henry IV,68,3.1.248,"Come, Kate, I'll have your song too.",BEATRICE
1807,Henry IV,69,3.1.249,"Not mine, in good sooth.",SALANIO
1808,Henry IV,70,3.1.250,"Not yours, in good sooth! Heart! you swear like a",GUIDERIUS
1809,Henry IV,70,3.1.251,"comfit-maker's wife. 'Not you, in good sooth,' and",CLARENCE
1810,Henry IV,70,3.1.252,"'as true as I live,' and 'as God shall mend me,' and",BRABANTIO
1811,Henry IV,70,3.1.253,"'as sure as day,'",SILVIUS
1812,Henry IV,70,3.1.254,"And givest such sarcenet surety for thy oaths,",FABIAN
1813,Henry IV,70,3.1.255,As if thou never walk'st further than Finsbury.,HELENA
1814,Henry IV,70,3.1.256,"Swear me, Kate, like a lady as thou art,",EDMUND
1815,Henry IV,70,3.1.257,"A good mouth-filling oath, and leave 'in sooth,'",CORNWALL
1816,Henry IV,70,3.1.258,"And such protest of pepper-gingerbread,",BASSANIO
1817,Henry IV,70,3.1.259,To velvet-guards and Sunday-citizens.,IMOGEN
1818,Henry IV,70,3.1.260,"Come, sing.",MARGARET
1819,Henry IV,71,3.1.261,I will not sing.,SICINIUS
1820,Henry IV,72,3.1.262,"'Tis the next way to turn tailor, or be red-breast",CANIDIUS
1821,Henry IV,72,3.1.263,"teacher. An the indentures be drawn, I'll away",KING RICHARD II
1822,Henry IV,72,3.1.264,"within these two hours, and so, come in when ye will.",MENENIUS
1823,Henry IV,72,,Exit,HYMEN
1824,Henry IV,73,3.1.265,"Come, come, Lord Mortimer, you are as slow",POSTHUMUS LEONATUS
1825,Henry IV,73,3.1.266,As hot Lord Percy is on fire to go.,DEMETRIUS
1826,Henry IV,73,3.1.267,"By this our book is drawn, we'll but seal,",PISTOL
1827,Henry IV,73,3.1.268,And then to horse immediately.,DROMIO OF SYRACUSE
1828,Henry IV,74,3.1.269,With all my heart.,PETRUCHIO
1829,Henry IV,74,,Exeunt,LODOVICO
1830,Henry IV,74,,SCENE II. London. The palace.,Host
1831,Henry IV,74,,"Enter KING HENRY IV, PRINCE HENRY, and others",First Watchman
1832,Henry IV,1,3.2.1,"Lords, give us leave, the Prince of Wales and I",KING EDWARD IV
1833,Henry IV,1,3.2.2,"Must have some private conference, but be near at hand,",LAUNCE
1834,Henry IV,1,3.2.3,For we shall presently have need of you.,SIMONIDES
1835,Henry IV,1,,Exeunt Lords,MACDUFF
1836,Henry IV,1,3.2.4,"I know not whether God will have it so,",MARCUS
1837,Henry IV,1,3.2.5,"For some displeasing service I have done,",HAMLET
1838,Henry IV,1,3.2.6,"That, in his secret doom, out of my blood",Second Lord
1839,Henry IV,1,3.2.7,"He'll breed revengement and a scourge for me,",PHEBE
1840,Henry IV,1,3.2.8,But thou dost in thy passages of life,KING HENRY VI
1841,Henry IV,1,3.2.9,Make me believe that thou art only mark'd,TIMON
1842,Henry IV,1,3.2.10,For the hot vengeance and the rod of heaven,GLOUCESTER
1843,Henry IV,1,3.2.11,"To punish my mistreadings. Tell me else,",VIOLA
1844,Henry IV,1,3.2.12,"Could such inordinate and low desires,",TOUCHSTONE
1845,Henry IV,1,3.2.13,"Such poor, such bare, such lewd, such mean attempts,",LADY MACBETH
1846,Henry IV,1,3.2.14,"Such barren pleasures, rude society,",ULYSSES
1847,Henry IV,1,3.2.15,"As thou art match'd withal and grafted to,",HAMLET
1848,Henry IV,1,3.2.16,Accompany the greatness of thy blood,Senator
